country,country_code,mcc,mnc,operator,network_type,status
Kenya,Ke,639,3,Airtel,LTE,Active
Kenya,Ke,639,5,Airtel,LTE,Active
Kenya,Ke,639,6,Finserve Africa,LTE,Active
Kenya,Ke,639,9,Homeland Media,LTE,Active
Kenya,Ke,639,4,Mobile Pay,LTE,Active
Kenya,Ke,639,1,Safaricom,LTE,Active
Kenya,Ke,639,2,Safaricom,LTE,Active
Kenya,Ke,639,7,Telkom,LTE,Active
Kenya,Ke,639,12,Infura,LTE,Active
Kenya,Ke,639,11,Jambo Telcoms,LTE,Active
Kenya,Ke,639,10,Jamii Telecommunications,LTE,Active
Tanzania,Ta,640,640,Tanzania all operators,LTE,Active
Tanzania,Ta,640,8,Benson Informatics Ltd,LTE,Active
Tanzania,Ta,640,6,Dovetel (T) Ltd,LTE,Active
Tanzania,Ta,640,9,Halotel / Viettel,LTE,Active
Tanzania,Ta,640,7,Tanzania Telecommunication Corporation,LTE,Active
Tanzania,Ta,640,2,Tigo / MIC,LTE,Active
Tanzania,Ta,640,1,Tri Telecomm. Ltd.,LTE,Active
Tanzania,Ta,640,4,Vodacom,LTE,Active
Tanzania,Ta,640,3,Zanzibar Telecom / Zantel,LTE,Active
Tanzania,Ta,640,99,Mkulima African Telecommunication,LTE,Active
Tanzania,Ta,640,14,MO Mobile,LTE,Active
Tanzania,Ta,640,11,Smile Communications,LTE,Active
Tanzania,Ta,640,13,WiAfrica,LTE,Active
Tanzania,Ta,640,5,Airtel,LTE,Active
